Due Date,Date Completed,Task Name,Task Type,Assignees,Plantings Assigned,Location Assigned,Method,Sub-method,Input,Description,Manufacturer,OMRI,Application Rate Amount,Application Rate Amount Unit,Application Rate Area,Comments,Name Of Pest Identified,Number Of Minutes,Lines Of Drip,360 Pipe #Lines,360 Pipe Minutes,360 Pipe Heads Per Line,180 Pipe #Lines,180 Pipe Minutes,180 Pipe Heads Per Line,Total Inches,Total Gallons,Completed,Total Labor Hours
30/09/2020,30/09/2020,Transplant,Transplant,Nimrod Wald,Fennel Orion 30/09/2020 ,"Ramim,Ra.3,Block R1,Beds 308",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
12/07/2020,12/07/2020,Transplant,Transplant,Nimrod Wald,Basil Generic Variety 12/07/2020 ,"Ramim,Ra.3,Block R1,Beds 308",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
30/09/2020,30/09/2020,Transplant,Transplant,Nimrod Wald,Beets Chioggia Guardsmark 30/09/2020 ,"Ramim,Ra.1,Block L2,Beds 125",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
30/07/2020,30/07/2020,Direct Sow,Direct Sow,Nimrod Wald,Kale Red Russian 30/07/2020 ,"Ramim,Ra.1,Block L2,Beds 125",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
30/07/2020,30/07/2020,Direct Sow,Direct Sow,Nimrod Wald,Mizuna Generic Variety 30/07/2020 ,"Ramim,Ra.1,Block L2,Beds 125",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
10/02/2020,10/02/2020,Transplant,Transplant,Nimrod Wald,Pac Choi (Bok Choy) Generic Variety 08/01/2020 ,"Ramim,Ra.1,Block L2,Beds 125",,,,להקפיד על שתילה באלחסון ורווח שווה בין השורות - להשתמש ב3 צינורות 20.,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
15/06/2020,16/06/2020,"חידוש ערוגות, Stale Bed",Stale Bed,Nimrod Wald,   ,"Home,HH,Block B,Beds 10",,,,להכין לכורכום ,,,,,,,,,,,,,,,,0.0,0.0,Yes,0.00
02/04/2020,02/04/2020,Direct Sow,Direct Sow,Nimrod Wald,Arugula Arugula 02/04/2020 ,"Home,HH,Block B,Beds 10",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
07/10/2020,07/10/2020,Direct Sow,Direct Sow,Nimrod Wald,Lettuce: Salad Mix Mesclun Mix 07/10/2020 ,"Ramim,Ra.3,Block R2,Beds 324",,,,,,,0,,,"52g seeds , 52ג",,,,,,,,,,0.0,0.0,Yes,
28/06/2020,28/06/2020,Transplant,Transplant,Nimrod Wald,Onions: Scallions Red Bunching 01/06/2020 ,"Ramim,Ra.3,Block R1,Beds 313",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
28/06/2020,28/06/2020,Transplant,Transplant,Nimrod Wald,Onions: Scallions Generic Variety 28/06/2020 ,"Ramim,Ra.3,Block R1,Beds 313",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
02/12/2020,03/12/2020,Direct Sow,Direct Sow,Nimrod Wald,Mizuna mix red&green 02/12/2020 ,"Ramim,Ra.2,Block C2,Beds 222",,,,,,,0,,,38 grams of seeds ,,,,,,,,,,0.0,0.0,Yes,0.00
02/12/2020,03/12/2020,Direct Sow,Direct Sow,Nimrod Wald,Mustard Red Giant 02/12/2020 ,"Ramim,Ra.2,Block C2,Beds 222",,,,,,,0,,,30 grams of seeds,,,,,,,,,,0.0,0.0,Yes,0.00
08/10/2020,11/10/2020,Transplant,Transplant,Nimrod Wald,Cilantro Santirini - נטע 02/09/2020 ,"Ramim,Ra.2,Block C2,Beds 222",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
05/11/2020,08/11/2020,Transplant,Transplant,Nimrod Wald,Lettuce 936 רומית 05/11/2020 ,"Ramim,Ra.2,Block C1,Beds 212",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
19/08/2020,25/08/2020,Transplant,Transplant,Nimrod Wald,Lettuce hyd. ערבית - נהורה נטע 13/07/2020 ,"Ramim,Ra.2,Block C1,Beds 212",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
18/11/2020,23/11/2020,Transplant,Transplant,Nimrod Wald,Lettuce May queen - Regina di Maggio 13/10/2020 ,"Ramim,Ra.2,Block C1,Beds 210",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
02/09/2020,05/09/2020,Transplant,Transplant,Nimrod Wald,Lettuce Iceberg 02/09/2020 ,"Ramim,Ra.2,Block C1,Beds 210",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
31/08/2020,31/08/2020,Transplant,Transplant,Nimrod Wald,Lettuce מיאל - אדומה 31/08/2020 ,"Ramim,Ra.2,Block C1,Beds 210",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
07/10/2020,07/10/2020,Direct Sow,Direct Sow,Nimrod Wald,Radishes צנון לבן z1015 07/10/2020 ,"Home,HH,Block B,Beds 7",,,,,,,0,,,"17 ג' צנונית az506  , 7ג",,,,,,,,,,0.0,0.0,Yes,
31/12/2020,31/12/2020,Direct Sow,Direct Sow,Nimrod Wald,Radishes Daikon Long 31/12/2020 ,"Home,HH,Block B,Beds 8",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
31/12/2020,02/01/2021,Direct Sow,Direct Sow,Nimrod Wald,Radishes Nero Tondo 31/12/2020 ,"Home,HH,Block B,Beds 8",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
04/06/2020,04/06/2020,Transplant,Transplant,Nimrod Wald,Onions: Scallions אלדורדו 04/05/2020 ,"Home,HH,Block B,Beds 8",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
07/05/2020,07/05/2020,Direct Sow,Direct Sow,Nimrod Wald,Beans: Bush & Pole Blauhilde 07/05/2020 ,"Home,HH,Block B,Beds 8",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
07/05/2020,07/05/2020,Direct Sow,Direct Sow,Nimrod Wald,Radishes נטע אדומה 07/05/2020 ,"Home,HH,Block B,Beds 8",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
06/02/2020,06/02/2020,הדליה - הקמה,Trellis,Garden Crew,   ,"Home,HH,Block C,Beds 18",,,,ברזל בניין שתי שורות - הדלייה ספרדית - רק פס עליון ותחתון,,,0,,,,,,,,,,,,,0.0,0.0,Yes,0.00
06/01/2020,06/01/2020,Transplant,Transplant,Nimrod Wald,Pac Choi (Bok Choy) Generic Variety 06/01/2020 ,"Ramim,Ra.1,Block L6m,Beds 104",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
30/04/2020,30/04/2020,Transplant,Transplant,Nimrod Wald,Onions: Scallions Generic Variety 30/04/2020 ,"Ramim,Ra.1,Block L6m,Beds 107",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
11/06/2020,11/06/2020,חידוש ערוגה,Stale Bed,Nimrod Wald,   ,"Ramim,Ra.1,Block L1,Beds 112",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,0.00
01/04/2020,01/04/2020,Transplant,Transplant,Nimrod Wald,Basil Generic Variety 01/04/2020 ,"Ramim,Ra.1,Block L1,Beds 112",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
23/11/2020,23/11/2020,Direct Sow,Direct Sow,Nimrod Wald,Radishes Daikon Long 23/11/2020 ,"Ramim,Ra.1,Block L1,Beds 116",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
18/11/2020,23/11/2020,Direct Sow,Direct Sow,Nimrod Wald,Radishes Nero Tondo 18/11/2020 ,"Ramim,Ra.1,Block L1,Beds 116",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
13/07/2020,13/07/2020,Direct Sow,Direct Sow,Nimrod Wald,Cilantro רימיני 77 13/07/2020 ,"Ramim,Ra.1,Block L1,Beds 116",,,,,,,,,,130ג זרעים. שלוש שורות נזרע פעם ראשונה עם x24 ואז שוב עם הגלגל החדש,,,,,,,,,,0.0,0.0,Yes,
18/11/2020,23/11/2020,Transplant,Transplant,Nimrod Wald,Lettuce hyd. ערבית - נהורה נטע 14/10/2020 ,"Ramim,Ra.1,Block L1,Beds 117",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
16/07/2020,16/07/2020,Direct Sow,Direct Sow,Nimrod Wald,Arugula Arugula 16/07/2020 ,"Ramim,Ra.1,Block L1,Beds 117",,,,,,,0,,,"מברשת למעלה 
40ג",,,,,,,,,,0.0,0.0,Yes,
11/05/2020,11/05/2020,עישוב ידני \ קילטור כלי קצר,Weed,Nimrod Wald,   ,"Ramim,Ra.1,Block L1,Beds 117",,,,117,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
10/09/2020,10/09/2020,Transplant,Transplant,Nimrod Wald,Parsley בורג'ו - נטע 20/07/2020 ,"Ramim,Ra.1,Block L1,Beds 118",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
09/07/2020,10/07/2020,Transplant,Transplant,Nimrod Wald,Cilantro רימיני 77 01/06/2020 ,"Ramim,Ra.1,Block L1,Beds 118",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
07/04/2020,10/04/2020,Transplant,Transplant,Nimrod Wald,Lettuce ערבית - רם שחר 07/04/2020 ,"Ramim,Ra.1,Block L1,Beds 118",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
13/08/2020,13/08/2020,Transplant,Transplant,Nimrod Wald,Parsley בורג'ו - נטע 13/08/2020 ,"Ramim,Ra.1,Block L1,Beds 119",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
09/12/2020,10/12/2020,Transplant,Transplant,Nimrod Wald,Beets Generic Variety 02/11/2020 ,"Ramim,Ra.1,Block L2,Beds 121",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
30/09/2020,30/09/2020,Direct Sow,Direct Sow,Nimrod Wald,Mizuna Generic Variety 30/09/2020 ,"Ramim,Ra.1,Block L2,Beds 121",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
