Pack List,Customer/Outlet,Pickup Location,Order ID,Item,Pack date,Planned Pack,Actual Pack,Unit,Pack Instruction,Assignee,Labor Time (hr)
Thursday 22/12/2022,Nimrod Wald,חנות הגינה,#C4E63E,"גרגר הנחלים
Full-Size",22/12/2022,4,4,cs,,Nimrod Wald,0
Thursday 22/12/2022,Nimrod Wald,חנות הגינה,#C4E63E,"קייל
Full-Size",22/12/2022,6,6,bn,,Nimrod Wald,0
Thursday 22/12/2022,Nimrod Wald,חנות הגינה,#C4E63E,"לאושטיאן
Full-Size",22/12/2022,6,6,bn,,Nimrod Wald,0
Thursday 22/12/2022,Nimrod Wald,חנות הגינה,#C4E63E,"(ירק) פטרוזיליה
Full-Size",22/12/2022,20,20,bn,,Nimrod Wald,0
Thursday 22/12/2022,Nimrod Wald,חנות הגינה,#C4E63E,תרד ניוזילנדי,22/12/2022,2,2,kg,,Nimrod Wald,0
Thursday 22/12/2022,Nimrod Wald,חנות הגינה,#C4E63E,"פאק צוי
Full-Size",22/12/2022,6,6,cs,,Nimrod Wald,0
Thursday 22/12/2022,Nimrod Wald,חנות הגינה,#C4E63E,"(ירק) בצל ירוק
Full-Size",22/12/2022,15,15,bn,,Nimrod Wald,0
Thursday 22/12/2022,Nimrod Wald,חנות הגינה,#C4E63E,"בייבי - רוקט
Baby Leaf",22/12/2022,3,3,kg,,Nimrod Wald,0
Thursday 22/12/2022,Nimrod Wald,חנות הגינה,#C4E63E,"בייבי סלק
Baby Leaf Greens",22/12/2022,1,1,kg,,Nimrod Wald,0
Thursday 22/12/2022,Nimrod Wald,חנות הגינה,#C4E63E,"בייבי מיקס
Full-Size",22/12/2022,6,6,kg,,Nimrod Wald,0
Thursday 22/12/2022,Nimrod Wald,חנות הגינה,#C4E63E,"בייבי נפרדים
Full-Size",22/12/2022,1,1,kg,,Nimrod Wald,0
Thursday 22/12/2022,Nimrod Wald,חנות הגינה,#C4E63E,"סלק
Full-Size Root",22/12/2022,6,6,bn,,Nimrod Wald,0
Thursday 22/12/2022,Nimrod Wald,חנות הגינה,#C4E63E,"ברוקולי
Full-Size",22/12/2022,6,6,kg,,Nimrod Wald,0
Thursday 22/12/2022,Nimrod Wald,חנות הגינה,#C4E63E,"שומר
Full-Size",22/12/2022,1,1,kg,,Nimrod Wald,0
Thursday 22/12/2022,Nimrod Wald,חנות הגינה,#C4E63E,"קולרבי
Full-Size",22/12/2022,1,1,kg,,Nimrod Wald,0
Thursday 22/12/2022,Nimrod Wald,חנות הגינה,#C4E63E,"עגבניה
Ripe",22/12/2022,1,1,kg,,Nimrod Wald,0
Thursday 22/12/2022,Nimrod Wald,חנות הגינה,#C4E63E,"תבלין - נענע
Full-Size",22/12/2022,6,6,bn,,Nimrod Wald,0
Thursday 22/12/2022,Nimrod Wald,חנות הגינה,#C4E63E,כורכום,22/12/2022,1,1,kg,,Nimrod Wald,0
Thursday 22/12/2022,Nimrod Wald,חנות הגינה,#C4E63E,היביסקוס אדום,22/12/2022,999,999,g,,Nimrod Wald,0
Thursday 22/12/2022,Nimrod Wald,חנות הגינה,#C4E63E,תפוז,22/12/2022,30,30,kg,,Nimrod Wald,0
Thursday 22/12/2022,Nimrod Wald,חנות הגינה,#C4E63E,תות שדה,22/12/2022,1,1,kg,,Nimrod Wald,0
Tuesday 20/12/2022,b2b ,,,"(ירק) פטרוזיליה
Full-Size",20/12/2022,20,20,bn,,Nimrod Wald,0
Tuesday 20/12/2022,סא סאן גג,סיטונאי,#B000B5,"(ירק) בצל ירוק
Full-Size",20/12/2022,5,5,bn,,מהגינה של נימרוד,0
Tuesday 20/12/2022,סא סאן גג,סיטונאי,#B000B5,"בייבי מיקס
Full-Size",20/12/2022,2,2,kg,,מהגינה של נימרוד,0
Tuesday 20/12/2022,סא סאן גג,סיטונאי,#B000B5,"צנון
Full-Size",20/12/2022,10,10,bn,,מהגינה של נימרוד,0
Tuesday 20/12/2022,סא סאן גג,סיטונאי,#B000B5,תפוז,20/12/2022,3,3,kg,,מהגינה של נימרוד,0
Monday 19/12/2022,Nimrod Wald,חנות הגינה,#6894C2,"(חסה) רומית
Full-Size",19/12/2022,20,20,hd,,Nimrod Wald,0
Monday 19/12/2022,Nimrod Wald,חנות הגינה,#6894C2,"מנגולד צרור
Full-Size",19/12/2022,6,6,bn,,Nimrod Wald,0
Monday 19/12/2022,Nimrod Wald,חנות הגינה,#6894C2,"(ירק) עירית בצלית
Full-Size",19/12/2022,3,3,bn,,Nimrod Wald,0
Monday 19/12/2022,Nimrod Wald,חנות הגינה,#6894C2,"(ירק) עירית שומית
Full-Size",19/12/2022,3,3,bn,,Nimrod Wald,0
Monday 19/12/2022,Nimrod Wald,חנות הגינה,#6894C2,"(ירק) כוסברה
Leaf",19/12/2022,25,25,bn,,Nimrod Wald,0
Monday 19/12/2022,Nimrod Wald,חנות הגינה,#6894C2,"גרגר הנחלים
Full-Size",19/12/2022,4,4,cs,,Nimrod Wald,0
Monday 19/12/2022,Nimrod Wald,חנות הגינה,#6894C2,"קייל
Full-Size",19/12/2022,6,6,bn,,Nimrod Wald,0
Monday 19/12/2022,Nimrod Wald,חנות הגינה,#6894C2,"(ירק) פטרוזיליה
Full-Size",19/12/2022,10,10,bn,,Nimrod Wald,0
Monday 19/12/2022,Nimrod Wald,חנות הגינה,#6894C2,תרד ניוזילנדי,19/12/2022,4,4,kg,,Nimrod Wald,0
Monday 19/12/2022,Nimrod Wald,חנות הגינה,#BD477B,"בייבי - רוקט
Baby Leaf",19/12/2022,3,3,kg,,Nimrod Wald,0
Monday 19/12/2022,Nimrod Wald,חנות הגינה,#6894C2,"בייבי - רוקט
Baby Leaf",19/12/2022,4,4,kg,,Nimrod Wald,0
Monday 19/12/2022,Nimrod Wald,חנות הגינה,#6894C2,"בייבי סלק
Baby Leaf Greens",19/12/2022,2,2,kg,,Nimrod Wald,0
Monday 19/12/2022,Nimrod Wald,חנות הגינה,#BD477B,"בייבי מיקס
Full-Size",19/12/2022,6,6,kg,,Nimrod Wald,0
Monday 19/12/2022,Nimrod Wald,חנות הגינה,#6894C2,"בייבי מיקס
Full-Size",19/12/2022,4,4,kg,,Nimrod Wald,0
Monday 19/12/2022,Nimrod Wald,חנות הגינה,#BD477B,"בייבי נפרדים
Full-Size",19/12/2022,1,1,kg,,Nimrod Wald,0
Monday 19/12/2022,Nimrod Wald,חנות הגינה,#6894C2,"בייבי נפרדים
Full-Size",19/12/2022,1,1,kg,,Nimrod Wald,0
Monday 19/12/2022,Nimrod Wald,חנות הגינה,#6894C2,"סלק
Full-Size Root",19/12/2022,6,6,bn,,Nimrod Wald,0
Monday 19/12/2022,Nimrod Wald,חנות הגינה,#6894C2,"ברוקולי
Full-Size",19/12/2022,8,8,kg,,Nimrod Wald,0
Monday 19/12/2022,Nimrod Wald,חנות הגינה,#6894C2,"כרוב
Full-Size",19/12/2022,10,10,kg,,Nimrod Wald,0
Monday 19/12/2022,Nimrod Wald,חנות הגינה,#6894C2,"צנונית
Full-Size",19/12/2022,20,20,bn,,Nimrod Wald,0
Monday 19/12/2022,Nimrod Wald,חנות הגינה,#6894C2,"תבלין - נענע
Full-Size",19/12/2022,6,6,bn,,Nimrod Wald,0
Monday 19/12/2022,Nimrod Wald,חנות הגינה,#6894C2,כורכום,19/12/2022,30,30,kg,,Nimrod Wald,0
Monday 19/12/2022,Nimrod Wald,חנות הגינה,#6894C2,תבלין - עלי דפנה,19/12/2022,6,6,cs,,Nimrod Wald,0
Monday 19/12/2022,Nimrod Wald,חנות הגינה,#6894C2,היביסקוס אדום,19/12/2022,999,999,g,,Nimrod Wald,0
Monday 19/12/2022,Nimrod Wald,חנות הגינה,#6894C2,תות שדה,19/12/2022,1,1,kg,,Nimrod Wald,0
Monday 19/12/2022,חנות הגינה ,,,"כרוב
Full-Size",19/12/2022,20,20,kg,,Nimrod Wald,0
Monday 19/12/2022,חנות הגינה ,,,כורכום,19/12/2022,30,30,kg,,Nimrod Wald,0
Monday 19/12/2022,יעל עם האדמה,חנות הגינה,#072F49,"(חסה) רומית
Full-Size",19/12/2022,2,2,hd,,Nimrod Wald,0
Monday 19/12/2022,יעל עם האדמה,חנות הגינה,#072F49,"סלרי
Full-Size",19/12/2022,3,3,bn,,Nimrod Wald,0
Monday 19/12/2022,יעל עם האדמה,חנות הגינה,#072F49,"מנגולד צרור
Full-Size",19/12/2022,1,1,bn,,Nimrod Wald,0
Monday 19/12/2022,יעל עם האדמה,חנות הגינה,#072F49,"אמרנט - תרד הודי
Baby Leaf",19/12/2022,1,1,cs,,Nimrod Wald,0
Monday 19/12/2022,יעל עם האדמה,חנות הגינה,#072F49,"בייבי - רוקט
Baby Leaf",19/12/2022,2,2,bn,,Nimrod Wald,0
Monday 19/12/2022,יעל עם האדמה,חנות הגינה,#072F49,"בייבי מיקס
Full-Size",19/12/2022,1,1,cs,,Nimrod Wald,0
Monday 19/12/2022,יעל עם האדמה,חנות הגינה,#072F49,"שומר
Full-Size",19/12/2022,1,1,kg,,Nimrod Wald,0
Monday 19/12/2022,יעל עם האדמה,חנות הגינה,#072F49,"צנונית
Full-Size",19/12/2022,50,50,bn,,Nimrod Wald,0
Monday 19/12/2022,יעל עם האדמה,חנות הגינה,#072F49,תבלין - עלי דפנה,19/12/2022,4,4,cs,,Nimrod Wald,0
Monday 19/12/2022,יעל עם האדמה,חנות הגינה,#072F49,תפוז,19/12/2022,5,5,kg,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,"(חסה) רומית
Full-Size",15/12/2022,35,35,hd,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,"(חסה) מסולסלת
Full-Size",15/12/2022,20,20,hd,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,"סלרי
Full-Size",15/12/2022,15,15,bn,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,"מנגולד צרור
Full-Size",15/12/2022,12,12,bn,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,"(ירק) עירית בצלית
Full-Size",15/12/2022,6,6,bn,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,"(ירק) עירית שומית
Full-Size",15/12/2022,4,4,bn,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,"(ירק) כוסברה
Leaf",15/12/2022,25,25,bn,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,"גרגר הנחלים
Full-Size",15/12/2022,4,4,cs,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,"קייל
Full-Size",15/12/2022,6,6,bn,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,"לאושטיאן
Full-Size",15/12/2022,6,6,bn,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,"(ירק) פטרוזיליה
Full-Size",15/12/2022,15,15,bn,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,תרד ניוזילנדי,15/12/2022,2,2,kg,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,"פאק צוי
Full-Size",15/12/2022,6,6,cs,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,"(ירק) בצל ירוק
Full-Size",15/12/2022,8,8,bn,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,"אמרנט - תרד הודי
Baby Leaf",15/12/2022,4,4,cs,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,"בייבי - רוקט
Baby Leaf",15/12/2022,5,5,kg,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,"בייבי - רוקט
Baby Leaf",15/12/2022,10,10,bn,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,"בייבי סלק
Baby Leaf Greens",15/12/2022,1,1,kg,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,"בייבי מיקס
Full-Size",15/12/2022,10,10,kg,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,"בייבי נפרדים
Full-Size",15/12/2022,2,2,kg,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,"סלק
Full-Size Root",15/12/2022,8,8,bn,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,"ברוקולי
Full-Size",15/12/2022,8,8,kg,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,"כרוב
Full-Size",15/12/2022,8,8,kg,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,חציל ארוך,15/12/2022,1,1,kg,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,"שומר
Full-Size",15/12/2022,12,12,kg,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,כרישה,15/12/2022,10,10,bn,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,"צנונית
Full-Size",15/12/2022,15,15,bn,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,"צנון
Full-Size",15/12/2022,10,10,bn,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,"עגבניה שרי
Ripe",15/12/2022,1,1,kg,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,"עגבניה
Ripe",15/12/2022,1,1,kg,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,"תבלין - נענע
Full-Size",15/12/2022,6,6,bn,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,היביסקוס אדום,15/12/2022,1000,1000,g,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,תפוז,15/12/2022,20,20,kg,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,תות שדה,15/12/2022,1,1,kg,,Nimrod Wald,0
Thursday 15/12/2022,חנות הגינה ,,,"אפונה
Full-Size",15/12/2022,1,1,kg,,Nimrod Wald,0
Monday 12/12/2022,Nimrod Wald,חנות הגינה,#F8135C,היביסקוס אדום,12/12/2022,500,500,g,,Nimrod Wald,0
Monday 12/12/2022,חנות הגינה ,,,"(חסה) רומית
Full-Size",12/12/2022,20,20,hd,,Nimrod Wald,0
Monday 12/12/2022,חנות הגינה ,,,"סלרי
Full-Size",12/12/2022,6,6,bn,,Nimrod Wald,0
Monday 12/12/2022,חנות הגינה ,,,"מנגולד צרור
Full-Size",12/12/2022,6,6,bn,,Nimrod Wald,0
Monday 12/12/2022,חנות הגינה ,,,"(ירק) עירית בצלית
Full-Size",12/12/2022,4,4,bn,,Nimrod Wald,0
Monday 12/12/2022,חנות הגינה ,,,"(ירק) עירית שומית
Full-Size",12/12/2022,4,4,bn,,Nimrod Wald,0
Monday 12/12/2022,חנות הגינה ,,,"(ירק) כוסברה
Leaf",12/12/2022,15,15,bn,,Nimrod Wald,0
Monday 12/12/2022,חנות הגינה ,,,"גרגר הנחלים
Full-Size",12/12/2022,4,4,cs,,Nimrod Wald,0
Monday 12/12/2022,חנות הגינה ,,,"קייל
Full-Size",12/12/2022,6,6,bn,,Nimrod Wald,0
Monday 12/12/2022,חנות הגינה ,,,"לאושטיאן
Full-Size",12/12/2022,6,6,bn,,Nimrod Wald,0
Monday 12/12/2022,חנות הגינה ,,,"(ירק) פטרוזיליה
Full-Size",12/12/2022,6,6,bn,,Nimrod Wald,0
Monday 12/12/2022,חנות הגינה ,,,תרד ניוזילנדי,12/12/2022,2,2,kg,,Nimrod Wald,0
Monday 12/12/2022,חנות הגינה ,,,"בייבי - רוקט
Baby Leaf",12/12/2022,4,4,kg,,Nimrod Wald,0
Monday 12/12/2022,חנות הגינה ,,,"בייבי - רוקט
Baby Leaf",12/12/2022,10,10,bn,,Nimrod Wald,0
Monday 12/12/2022,חנות הגינה ,,,"בייבי סלק
Baby Leaf Greens",12/12/2022,2,2,kg,,Nimrod Wald,0
Monday 12/12/2022,חנות הגינה ,,,"בייבי מיקס
Full-Size",12/12/2022,3,3,kg,,Nimrod Wald,0
Monday 12/12/2022,חנות הגינה ,,,"בייבי נפרדים
Full-Size",12/12/2022,2,2,kg,,Nimrod Wald,0
Monday 12/12/2022,חנות הגינה ,,,"סלק
Full-Size Root",12/12/2022,12,12,bn,,Nimrod Wald,0
Monday 12/12/2022,חנות הגינה ,,,"ברוקולי
Full-Size",12/12/2022,10,10,kg,,Nimrod Wald,0
Monday 12/12/2022,חנות הגינה ,,,"כרוב
Full-Size",12/12/2022,10,10,kg,,Nimrod Wald,0
Monday 12/12/2022,חנות הגינה ,,,"שומר
Full-Size",12/12/2022,1,1,kg,,Nimrod Wald,0
Monday 12/12/2022,חנות הגינה ,,,"קולרבי
Full-Size",12/12/2022,1,1,kg,,Nimrod Wald,0
Monday 12/12/2022,חנות הגינה ,,,כרישה,12/12/2022,10,10,bn,,Nimrod Wald,0
Monday 12/12/2022,חנות הגינה ,,,"צנונית
Full-Size",12/12/2022,12,12,bn,,Nimrod Wald,0
Monday 12/12/2022,חנות הגינה ,,,"צנון
Full-Size",12/12/2022,10,10,bn,,Nimrod Wald,0
Monday 12/12/2022,חנות הגינה ,,,"עגבניה שרי
Ripe",12/12/2022,3,3,kg,,Nimrod Wald,0
Monday 12/12/2022,חנות הגינה ,,,"עגבניה
Ripe",12/12/2022,1,1,kg,,Nimrod Wald,0
Monday 12/12/2022,חנות הגינה ,,,"תבלין - נענע
Full-Size",12/12/2022,6,6,bn,,Nimrod Wald,0
Monday 12/12/2022,חנות הגינה ,,,תפוז,12/12/2022,30,30,kg,,Nimrod Wald,0
Monday 12/12/2022,יעל הורביץ,חנות הגינה,#9968FE,"(חסה) רומית
Full-Size",12/12/2022,2,2,hd,,Nimrod Wald,0
Monday 12/12/2022,יעל הורביץ,חנות הגינה,#9968FE,"(ירק) פטרוזיליה
Full-Size",12/12/2022,2,2,bn,,Nimrod Wald,0
Monday 12/12/2022,יעל הורביץ,חנות הגינה,#9968FE,"בייבי מיקס
Full-Size",12/12/2022,2,2,cs,,Nimrod Wald,0
Monday 12/12/2022,יעל הורביץ,חנות הגינה,#9968FE,"שומר
Full-Size",12/12/2022,1,1,kg,,Nimrod Wald,0
Monday 12/12/2022,יעל הורביץ,חנות הגינה,#9968FE,חיקמה,12/12/2022,20,20,kg,,Nimrod Wald,0
Monday 12/12/2022,יעל הורביץ,חנות הגינה,#9968FE,תפוז,12/12/2022,3,3,kg,,Nimrod Wald,0
Monday 12/12/2022,קפה הצבי,חנות הגינה,#499D8C,"בייבי מיקס
Full-Size",12/12/2022,9,9,kg,,Nimrod Wald,0
Tuesday 06/12/2022,b2b ,,,"בייבי - רוקט
Baby Leaf",06/12/2022,1,1,kg,,Nimrod Wald,0
Tuesday 06/12/2022,b2b ,,,"בייבי מיקס
Full-Size",06/12/2022,2,2,kg,,Nimrod Wald,0
Tuesday 06/12/2022,b2b ,,,חציל ארוך,06/12/2022,2,2,kg,,Nimrod Wald,0
