Due Date,Date Completed,Task Name,Task Type,Assignees,Plantings Assigned,Location Assigned,Method,Sub-method,Input,Description,Manufacturer,OMRI,Application Rate Amount,Application Rate Amount Unit,Application Rate Area,Comments,Name Of Pest Identified,Number Of Minutes,Lines Of Drip,360 Pipe #Lines,360 Pipe Minutes,360 Pipe Heads Per Line,180 Pipe #Lines,180 Pipe Minutes,180 Pipe Heads Per Line,Total Inches,Total Gallons,Completed,Total Labor Hours
02/10/2019,04/10/2019,Direct Sow,Direct Sow,Nimrod Wald,Lettuce: Salad Mix Mesclun Mix 02/10/2019 ,"Home,HH,Block C,Beds 15",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
12/08/2019,12/08/2019,Transplant,Transplant,Garden Admin,Lettuce Generic Variety 18/07/2019 ,"Home,HH,Block C,Beds 15",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
18/07/2019,21/07/2019,Greenhouse Sow,Greenhouse Sow,Garden Admin,Lettuce Generic Variety 18/07/2019 ,"Home,HH,Block C,Beds 15",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
12/06/2019,12/06/2019,Transplant,Transplant,Nimrod Wald,Summer Squash Anton 29/05/2019 ,"Home,HH,Block C,Beds 15",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
29/05/2019,09/06/2019,Greenhouse Sow,Greenhouse Sow,Nimrod Wald,Summer Squash Anton 29/05/2019 ,"Home,HH,Block C,Beds 15",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
06/05/2019,07/05/2019,Direct Sow,Direct Sow,Garden Admin,Arugula Arugula 06/05/2019 ,"Home,HH,Block C,Beds 15",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
24/04/2019,28/04/2019,Transplant,Transplant,Nimrod Wald,Onions: Scallions Generic Variety 24/04/2019 ,"Home,HH,Block C,Beds 15",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/11/2019,04/11/2019,Transplant,Transplant,Nimrod Wald,Pac Choi (Bok Choy) Generic Variety 08/10/2019 ,"Ramim,Ra.1,Block L2,Beds 132",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
10/10/2019,10/10/2019,Transplant,Transplant,Garden Admin,Beets Generic Variety 26/08/2019 ,"Ramim,Ra.1,Block L2,Beds 132",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
08/10/2019,10/10/2019,Greenhouse Sow,Greenhouse Sow,Nimrod Wald,Pac Choi (Bok Choy) Generic Variety 08/10/2019 ,"Ramim,Ra.1,Block L2,Beds 132",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
18/09/2019,18/09/2019,Transplant,Transplant,Garden Admin,Beets Generic Variety 15/08/2019 ,"Ramim,Ra.1,Block L2,Beds 132",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/09/2019,04/09/2019,Transplant,Transplant,Nimrod Wald,Beets Generic Variety 04/09/2019 ,"Ramim,Ra.1,Block L2,Beds 132",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
26/08/2019,26/08/2019,Greenhouse Sow,Greenhouse Sow,Garden Admin,Beets Generic Variety 26/08/2019 ,"Ramim,Ra.1,Block L2,Beds 132",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
15/08/2019,20/08/2019,Greenhouse Sow,Greenhouse Sow,Garden Admin,Beets Generic Variety 15/08/2019 ,"Ramim,Ra.1,Block L2,Beds 132",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/06/2019,05/06/2019,Direct Sow,Direct Sow,Garden Admin,Arugula Wild Rocket 04/06/2019 ,"Ramim,Ra.1,Block L2,Beds 132",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
04/06/2019,05/06/2019,Direct Sow,Direct Sow,Garden Admin,Mustard Red Giant 04/06/2019 ,"Ramim,Ra.1,Block L2,Beds 132",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
04/06/2019,05/06/2019,Direct Sow,Direct Sow,Yaniv Bocian,Cress Garden Broadleaf 04/06/2019 ,"Ramim,Ra.1,Block L2,Beds 132",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
27/03/2019,02/04/2019,,Transplant,Garden Admin,Basil Genovese 27/03/2019 ,"Ramim,Ra.1,Block L2,Beds 132",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
19/06/2019,19/06/2019,Direct Sow,Direct Sow,Garden Admin,Arugula Arugula 19/06/2019 ,"Ramim,Ra.2,Block C1,Beds 215",,,,,,,0,,,10 גרם,,,,,,,,,,0.0,0.0,Yes,
19/06/2019,19/06/2019,Direct Sow,Direct Sow,Nimrod Wald,Mizuna Generic Variety 19/06/2019 ,"Ramim,Ra.2,Block C1,Beds 215",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
13/03/2019,28/03/2019,Transplant,Transplant,Garden Admin,Celery Gigante Dorato 31/12/2018 ,"Ramim,Ra.2,Block C1,Beds 215",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
28/10/2019,28/10/2019,Direct Sow,Direct Sow,Nimrod Wald,Lettuce: Salad Mix Mesclun Mix 28/10/2019 ,"Home,HH,Block C,Beds 17",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
29/07/2019,02/08/2019,Direct Sow,Direct Sow,Garden Admin,Arugula Wild Rocket 29/07/2019 ,"Home,HH,Block C,Beds 17",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
29/07/2019,01/08/2019,Direct Sow,Direct Sow,Nimrod Wald,Lettuce: Salad Mix Mesclun Mix 29/07/2019 ,"Home,HH,Block C,Beds 17",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
16/05/2019,17/05/2019,,Direct Sow,Garden Admin,Lettuce: Salad Mix Generic Variety 16/05/2019 ,"Home,HH,Block C,Beds 17",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
15/04/2019,16/04/2019,Direct Sow,Direct Sow,Nimrod Wald,Beets MIX עלי ביבי 15/04/2019 ,"Home,HH,Block C,Beds 17",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
28/03/2019,28/03/2019,Direct Sow,Direct Sow,Garden Admin,Tatsoi Generic Variety 28/03/2019 ,"Home,HH,Block C,Beds 17",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
28/03/2019,28/03/2019,Direct Sow,Direct Sow,Garden Admin,Cress Garden Broadleaf 28/03/2019 ,"Home,HH,Block C,Beds 17",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
02/10/2019,10/10/2019,Transplant,Transplant,Nimrod Wald,Parsley Generic Variety 02/10/2019 ,"Ramim,Ra.1,Block L6m,Beds 101",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
12/08/2019,12/08/2019,Direct Sow,Direct Sow,Garden Admin,Arugula Arugula 12/08/2019 ,"Ramim,Ra.1,Block L6m,Beds 101",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
01/05/2019,02/05/2019,Direct Sow,Direct Sow,Nimrod Wald,Radishes Daikon Long 01/05/2019 ,"Ramim,Ra.1,Block L6m,Beds 101",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
01/05/2019,02/05/2019,Direct Sow,Direct Sow,Nimrod Wald,Radishes Nero Tondo 01/05/2019 ,"Ramim,Ra.1,Block L6m,Beds 101",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
03/01/2019,28/03/2019,Transplant,Transplant,Garden Admin,Chard Bright Lights 01/11/2018 ,"Ramim,Ra.1,Block L6m,Beds 101",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
11/12/2019,11/12/2019,Transplant,Transplant,Nimrod Wald,Beets Generic Variety 11/12/2019 ,"Ramim,Ra.2,Block C1,Beds 209",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
28/08/2019,28/08/2019,Direct Sow,Direct Sow,,Arugula Arugula 28/08/2019 ,"Ramim,Ra.2,Block C1,Beds 209",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
28/08/2019,28/08/2019,Direct Sow,Direct Sow,Garden Admin,Mustard Red Giant 28/08/2019 ,"Ramim,Ra.2,Block C1,Beds 209",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
26/06/2019,26/06/2019,Transplant,Transplant,Garden Admin,Lettuce Generic Variety 29/05/2019 ,"Ramim,Ra.2,Block C1,Beds 209",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
29/05/2019,29/05/2019,Greenhouse Sow,Greenhouse Sow,Garden Admin,Lettuce Generic Variety 29/05/2019 ,"Ramim,Ra.2,Block C1,Beds 209",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
21/02/2019,24/05/2019,Transplant,Transplant,Garden Admin,Beets Chioggia Guardsmark 10/01/2019 ,"Ramim,Ra.2,Block C1,Beds 209",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
10/01/2019,,Greenhouse Sow,Greenhouse Sow,Nimrod Wald,Beets Chioggia Guardsmark 10/01/2019 ,"Ramim,Ra.2,Block C1,Beds 209",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/10/2019,03/10/2019,Transplant,Transplant,Nimrod Wald,Kale גומן 26/08/2019 ,"Ramim,Ra.1,Block L2,Beds 131",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
26/08/2019,26/08/2019,Greenhouse Sow,Greenhouse Sow,Nimrod Wald,Kale גומן 26/08/2019 ,"Ramim,Ra.1,Block L2,Beds 131",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
26/06/2019,26/06/2019,Transplant,Transplant,Nimrod Wald,Summer Squash Benning's Green Tint Scallop 05/06/2019 ,"Ramim,Ra.1,Block L2,Beds 131",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
05/06/2019,05/06/2019,Greenhouse Sow,Greenhouse Sow,Nimrod Wald,Summer Squash Benning's Green Tint Scallop 05/06/2019 ,"Ramim,Ra.1,Block L2,Beds 131",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
20/05/2019,21/05/2019,Transplant,Transplant,Garden Admin,Basil Generic Variety 20/05/2019 ,"Ramim,Ra.1,Block L2,Beds 131",,,,,,,0,,,חצי שתילים שלנו חצי השלמה של רם,,,,,,,,,,0.0,0.0,Yes,
15/04/2019,15/04/2019,Direct Sow,Direct Sow,Garden Admin,Radishes French Breakfast 15/04/2019 ,"Ramim,Ra.1,Block L2,Beds 131",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
13/03/2019,30/03/2019,Transplant,Transplant,Garden Admin,Lettuce Generic Variety 31/12/2018 ,"Ramim,Ra.1,Block L2,Beds 131",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/10/2019,05/10/2019,Transplant,Transplant,Nimrod Wald,Lettuce: Salad Mix Salanova® Foundation Collection 05/10/2019 ,"Home,HH,Block C,Beds 13",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
15/07/2019,21/07/2019,Transplant,Transplant,Garden Admin,Lettuce Generic Variety 20/06/2019 ,"Home,HH,Block C,Beds 13",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
20/06/2019,20/06/2019,Greenhouse Sow,Greenhouse Sow,Garden Admin,Lettuce Generic Variety 20/06/2019 ,"Home,HH,Block C,Beds 13",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
19/04/2019,30/04/2019,Transplant,Transplant,Garden Admin,Basil Genovese 20/03/2019 ,"Home,HH,Block C,Beds 13",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
20/03/2019,26/03/2019,Greenhouse Sow,Greenhouse Sow,Garden Admin,Basil Genovese 20/03/2019 ,"Home,HH,Block C,Beds 13",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
12/12/2019,12/12/2019,Direct Sow,Direct Sow,Nimrod Wald,Peas Taccola gigante 12/12/2019 ,"Ramim,Ra.1,Block L1,Beds 113",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
14/11/2019,13/11/2019,Direct Sow,Direct Sow,Nimrod Wald,Lettuce: Salad Mix נטע מיקס - Luna Nera+Cavalo 14/11/2019 ,"Ramim,Ra.1,Block L1,Beds 113",,,,,,,0,,,4 שורות ירוק ו4 שורות אדום,,,,,,,,,,0.0,0.0,Yes,
15/07/2019,21/07/2019,Transplant,Transplant,Garden Admin,Basil Generic Variety 05/06/2019 ,"Ramim,Ra.1,Block L1,Beds 113",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
05/06/2019,05/06/2019,Greenhouse Sow,Greenhouse Sow,Garden Admin,Basil Generic Variety 05/06/2019 ,"Ramim,Ra.1,Block L1,Beds 113",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
08/05/2019,08/05/2019,Transplant,Transplant,Nimrod Wald,Peppers Thai Red Chili 10/04/2019 ,"Ramim,Ra.1,Block L1,Beds 113",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
10/04/2019,21/04/2019,1st potting up,Potting up,Nimrod Wald,Peppers Thai Red Chili 10/04/2019 ,"Ramim,Ra.1,Block L1,Beds 113",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
19/02/2019,26/03/2019,Direct Sow,Direct Sow,Garden Admin,Beets MIX עלי ביבי 19/02/2019 ,"Ramim,Ra.1,Block L1,Beds 113",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
19/02/2019,28/03/2019,Direct Sow,Direct Sow,Garden Admin,Lettuce: Salad Mix Sativa L. 1836 19/02/2019 ,"Ramim,Ra.1,Block L1,Beds 113",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
25/10/2019,24/10/2019,Direct Sow,Direct Sow,Nimrod Wald,Kale Red Russian 25/10/2019 ,"Ramim,Ra.1,Block L1,Beds 111",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
25/10/2019,24/10/2019,Direct Sow,Direct Sow,Nimrod Wald,Mizuna Generic Variety 25/10/2019 ,"Ramim,Ra.1,Block L1,Beds 111",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
24/06/2019,24/06/2019,Direct Sow,Direct Sow,Garden Admin,Beans: Bush & Pole California Black Eyed 24/06/2019 ,"Ramim,Ra.1,Block L1,Beds 111",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
25/04/2019,25/04/2019,Direct Sow,Direct Sow,Garden Admin,Beans: Bush & Pole 1500 Year Old Cave 25/04/2019 ,"Ramim,Ra.1,Block L1,Beds 111",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
10/01/2019,28/03/2019,Direct Sow,Direct Sow,Garden Admin,Peas Kelvedon Wonder 10/01/2019 ,"Ramim,Ra.1,Block L1,Beds 111",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
31/10/2019,31/10/2019,Transplant from Purchased,Transplant,Garden Admin,Onions: Scallions Generic Variety 31/10/2019 ,"Ramim,Ra.3,Block R1,Beds 310",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
04/09/2019,04/09/2019,Transplant,Transplant,Nimrod Wald,Celery Generic Variety 04/09/2019 ,"Ramim,Ra.3,Block R1,Beds 310",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
01/05/2019,04/05/2019,Direct Sow,Direct Sow,Garden Admin,Beans: Bush & Pole Thai Soldier 01/05/2019 ,"Ramim,Ra.3,Block R1,Beds 310",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
10/04/2019,10/04/2019,Direct Sow,Direct Sow,Garden Admin,Corn Vanila 10/04/2019 ,"Ramim,Ra.3,Block R1,Beds 310",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
10/07/2019,10/07/2019,Direct Sow,Direct Sow,Garden Admin,Beans: Bush & Pole fagiolo nano - franchise 10/07/2019 ,"Ramim,Ra.3,Block R1,Beds 306",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
14/01/2019,30/03/2019,Transplant,Transplant,Garden Admin,Onions: Scallions Generic Variety 12/11/2018 ,"Ramim,Ra.3,Block R1,Beds 306",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
01/05/2019,04/05/2019,Transplant,Transplant,Garden Admin,Melons Hustan - הוסטאן 10/04/2019 ,"Ramim,Ra.3,Block R2,Beds 321",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
10/04/2019,10/04/2019,1st potting up,Potting up,Garden Admin,Melons Hustan - הוסטאן 10/04/2019 ,"Ramim,Ra.3,Block R2,Beds 321",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
04/12/2019,04/12/2019,Direct Sow,Direct Sow,Nimrod Wald,Arugula Wild Rocket 04/12/2019 ,"Ramim,Ra.1,Block L6m,Beds 105",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
14/11/2019,14/11/2019,Transplant,Transplant,Nimrod Wald,Beets Bull's Blood 14/11/2019 ,"Ramim,Ra.2,Block C2,Beds 221",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
12/09/2019,06/10/2019,Transplant,Transplant,Nimrod Wald,Lettuce ערבית - רם שחר 12/09/2019 ,"Ramim,Ra.2,Block C2,Beds 221",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
22/05/2019,23/05/2019,Transplant,Transplant,Nimrod Wald,Celery Generic Variety 22/05/2019 ,"Ramim,Ra.2,Block C2,Beds 221",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
30/05/2019,01/06/2019,Transplant,Transplant,Yaniv Bocian,Tomatoes Generic Variety 16/05/2019 ,"Ramim,Ra.3,Block R3,Beds 329",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
16/05/2019,19/05/2019,1st potting up,Potting up,Nimrod Wald,Tomatoes Generic Variety 16/05/2019 ,"Ramim,Ra.3,Block R3,Beds 329",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
08/01/2019,26/03/2019,Transplant,Transplant,Garden Admin,Beets Generic Variety 12/11/2018 ,"Ramim,Ra.3,Block R3,Beds 329",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
19/06/2019,19/06/2019,Transplant,Transplant,Garden Admin,Peppers Padron 18/04/2019 ,"Ramim,Ra.2,Block C1,Beds 216",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
19/06/2019,19/06/2019,Transplant,Transplant,Nimrod Wald,Lettuce Generic Variety 19/06/2019 ,"Ramim,Ra.2,Block C1,Beds 216",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
23/05/2019,27/05/2019,1st potting up,Potting up,Nimrod Wald,Peppers Padron 18/04/2019 ,"Ramim,Ra.2,Block C1,Beds 216",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
18/04/2019,15/04/2019,Greenhouse Sow,Greenhouse Sow,Garden Admin,Peppers Padron 18/04/2019 ,"Ramim,Ra.2,Block C1,Beds 216",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/02/2019,26/03/2019,Transplant,Transplant,Garden Admin,Beets Ruby Queen 05/02/2019 ,"Ramim,Ra.2,Block C1,Beds 216",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
11/12/2019,11/12/2019,Transplant,Transplant,Nimrod Wald,Spinach Giant Winter 06/11/2019 ,"Ramim,Ra.2,Block C2,Beds 223",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
06/11/2019,06/11/2019,Greenhouse Sow,Greenhouse Sow,Nimrod Wald,Spinach Giant Winter 06/11/2019 ,"Ramim,Ra.2,Block C2,Beds 223",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
08/08/2019,08/08/2019,Direct Sow,Direct Sow,Nimrod Wald,Carrots Nantes Half Long 08/08/2019 ,"Ramim,Ra.2,Block C2,Beds 223",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
04/03/2019,26/03/2019,Direct Sow,Direct Sow,Garden Admin,Beets Generic Variety 04/03/2019 ,"Ramim,Ra.2,Block C2,Beds 223",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/03/2019,26/03/2019,Direct Sow,Direct Sow,Garden Admin,Beets Boldor 04/03/2019 ,"Ramim,Ra.2,Block C2,Beds 223",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
26/08/2019,26/08/2019,Transplant,Transplant,Nimrod Wald,Kohlrabi Generic Variety 26/08/2019 ,"Ramim,Ra.2,Block C2,Beds 225",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
29/05/2019,29/05/2019,Transplant,Transplant,Garden Admin,Beets Chioggia Guardsmark 15/04/2019 ,"Ramim,Ra.2,Block C2,Beds 225",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
15/04/2019,15/04/2019,Greenhouse Sow,Greenhouse Sow,Nimrod Wald,Beets Chioggia Guardsmark 15/04/2019 ,"Ramim,Ra.2,Block C2,Beds 225",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
01/01/2019,28/03/2019,Transplant,Transplant,Garden Admin,Celery Generic Variety 18/10/2018 ,"Ramim,Ra.2,Block C2,Beds 225",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
18/12/2019,18/12/2019,Direct Sow,Direct Sow,Nimrod Wald,Lettuce: Salad Mix נטע מיקס - Luna Nera+Cavalo 18/12/2019 ,"Ramim,Ra.1,Block L1,Beds 115",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
16/10/2019,16/10/2019,Direct Sow,Direct Sow,Nimrod Wald,Radishes French Breakfast 16/10/2019 ,"Ramim,Ra.1,Block L1,Beds 115",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
07/10/2019,07/10/2019,Transplant,Transplant,Garden Admin,Dill Generic Variety 26/08/2019 ,"Ramim,Ra.1,Block L1,Beds 115",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
26/08/2019,26/08/2019,Greenhouse Sow,Greenhouse Sow,Garden Admin,Dill Generic Variety 26/08/2019 ,"Ramim,Ra.1,Block L1,Beds 115",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
22/07/2019,31/07/2019,Transplant,Transplant,Garden Admin,Parsley Generic Variety 05/06/2019 ,"Ramim,Ra.1,Block L1,Beds 115",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
05/06/2019,05/06/2019,Greenhouse Sow,Greenhouse Sow,Garden Admin,Parsley Generic Variety 05/06/2019 ,"Ramim,Ra.1,Block L1,Beds 115",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
01/05/2019,02/05/2019,Direct Sow,Direct Sow,Garden Admin,Beets Chioggia Guardsmark 01/05/2019 ,"Ramim,Ra.1,Block L1,Beds 115",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/12/2019,04/12/2019,Direct Sow,Direct Sow,Nimrod Wald,Cress Watercress 04/12/2019 ,"Ramim,Ra.1,Block L6m,Beds 106",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
24/10/2019,24/10/2019,Direct Sow,Direct Sow,Nimrod Wald,Radishes French Breakfast 24/10/2019 ,"Ramim,Ra.1,Block L6m,Beds 106",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/07/2019,07/07/2019,Transplant,Transplant,Nimrod Wald,Chives Generic Variety 22/05/2019 ,"Ramim,Ra.1,Block L6m,Beds 106",,,,,,,0,,,,,,,,,,,,,0.0,0.0,Yes,
22/05/2019,23/05/2019,Greenhouse Sow,Greenhouse Sow,Nimrod Wald,Chives Generic Variety 22/05/2019 ,"Ramim,Ra.1,Block L6m,Beds 106",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
08/05/2019,08/05/2019,Direct Sow,Direct Sow,Garden Admin,Beets MIX עלי ביבי 08/05/2019 ,"Ramim,Ra.1,Block L6m,Beds 106",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
19/02/2019,28/03/2019,Direct Sow,Direct Sow,Garden Admin,"Lettuce: Salad Mix מיקס שלנו, דמוי בן שחר 19/02/2019 ","Ramim,Ra.1,Block L6m,Beds 106",,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
